x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.2774306003536497,0.8958060102803367,5.999090311498938e-07,0.3242162253175463,0.844927327973502,-0.031214616793606962,0.34320888561861856,0.7542696339743478,-0.04226837120950222,0.3106504146541868,0.6847211931432996,-0.05348725031529154,0.2742864745003836,0.6348541336400169,-0.06166895239480904,0.3416205027273723,0.6388981682913644,-0.01139506631131683,0.3480869489056723,0.5329460416521344,-0.034429381867604594,0.3466707617044449,0.46558046340942383,-0.04837120723511491,0.3397741786071232,0.4085158386400768,-0.05580330001456397,0.30407162862164633,0.6422623438494546,-0.01597649757085102,0.3129329298223768,0.5186921528407505,-0.04513209472809519,0.319245953645025,0.4438843514238085,-0.061757253749029975,0.3202258220740727,0.38224022516182493,-0.06685610860586166,0.267227971128055,0.6699453379426684,-0.025528167241386006,0.270864514367921,0.6150368792670113,-0.07344451120921544,0.2881262941019876,0.6865126746041434,-0.07969302045447486,0.29534162155219484,0.7335154669625419,-0.06770756947142738,0.23404607602528163,0.7118099587304252,-0.03710845911077091,0.24948362473930633,0.6709930769034794,-0.07408765597002846,0.2652983899627413,0.7276394196919033,-0.07114218814032418,0.270723608987672,0.769168244940894,-0.05868118123284408
0.27957218885421753,0.8926764726638794,5.924630386289209e-07,0.3266211152076721,0.8434464335441589,-0.030935674905776978,0.3464626371860504,0.7521150708198547,-0.04186190292239189,0.31611135601997375,0.6802268624305725,-0.05292825028300285,0.28036975860595703,0.6313813328742981,-0.061056748032569885,0.3449290096759796,0.6382687091827393,-0.01259741373360157,0.3530097007751465,0.5323116779327393,-0.035674840211868286,0.35243120789527893,0.46531426906585693,-0.049572158604860306,0.34602484107017517,0.40848204493522644,-0.05698661133646965,0.30784380435943604,0.6408576369285583,-0.01709413155913353,0.3173973858356476,0.5167968273162842,-0.045772701501846313,0.3241368532180786,0.44122302532196045,-0.06204785406589508,0.32517167925834656,0.37881383299827576,-0.06723812967538834,0.27126842737197876,0.6679315567016602,-0.026405464857816696,0.27533864974975586,0.611189603805542,-0.07309633493423462,0.2915514409542084,0.6783552169799805,-0.07927951961755753,0.29776623845100403,0.7244497537612915,-0.06777994334697723,0.23772117495536804,0.7092597484588623,-0.037790071219205856,0.2540721595287323,0.6680151224136353,-0.07405231148004532,0.2699625790119171,0.7217860221862793,-0.0713450238108635,0.2750948965549469,0.7634645700454712,-0.059276968240737915
0.2823081314563751,0.8927797675132751,6.081119181544636e-07,0.3302800953388214,0.8428020477294922,-0.03128170594573021,0.34984540939331055,0.7510020732879639,-0.042013004422187805,0.3162316083908081,0.6804777979850769,-0.05281544104218483,0.28075385093688965,0.6310613751411438,-0.060310591012239456,0.3474583029747009,0.63910973072052,-0.011925296857953072,0.35430505871772766,0.5314491987228394,-0.034828417003154755,0.3531002998352051,0.46416881680488586,-0.04779444634914398,0.3458861708641052,0.40725240111351013,-0.054180655628442764,0.309169203042984,0.6420952677726746,-0.016153300181031227,0.31851837038993835,0.5163359642028809,-0.045389629900455475,0.3253994882106781,0.4409627914428711,-0.061078935861587524,0.32671836018562317,0.37944942712783813,-0.06509025394916534,0.27200576663017273,0.6678298711776733,-0.025357499718666077,0.27751803398132324,0.615256130695343,-0.07281006127595901,0.29428794980049133,0.6870821118354797,-0.0784003734588623,0.30122384428977966,0.7341030240058899,-0.06568539142608643,0.23836135864257812,0.7063145041465759,-0.03668773174285889,0.25549235939979553,0.6703805327415466,-0.07246290147304535,0.2707616686820984,0.7271570563316345,-0.06909806281328201,0.27568191289901733,0.7678232192993164,-0.05632401630282402
0.2819676101207733,0.8910260796546936,6.06185437845852e-07,0.3293185532093048,0.8416065573692322,-0.0326698012650013,0.3496919274330139,0.7494951486587524,-0.04383019357919693,0.3168177008628845,0.6777000427246094,-0.054758064448833466,0.27951669692993164,0.629190981388092,-0.0626111552119255,0.34605520963668823,0.6381452679634094,-0.013178452849388123,0.35504409670829773,0.5309796929359436,-0.03593024984002113,0.3546820878982544,0.46329307556152344,-0.049158383160829544,0.3482884466648102,0.40683218836784363,-0.055808842182159424,0.30881333351135254,0.6421003937721252,-0.01683359406888485,0.3177768290042877,0.5164421796798706,-0.04588175565004349,0.3249322175979614,0.4399106502532959,-0.062010765075683594,0.3263886868953705,0.3785765767097473,-0.06667136400938034,0.2725372314453125,0.6699801683425903,-0.02546851336956024,0.27819570899009705,0.6142209768295288,-0.07330840826034546,0.29563283920288086,0.6834496855735779,-0.07939394563436508,0.3019728362560272,0.7303034663200378,-0.06709349900484085,0.23908613622188568,0.7110860347747803,-0.03614306077361107,0.2552585005760193,0.665121853351593,-0.07208102196455002,0.27089613676071167,0.718991219997406,-0.06811963021755219,0.2747316360473633,0.7607169151306152,-0.055065520107746124
0.2822001278400421,0.8902540802955627,6.081797891965834e-07,0.3295689821243286,0.8412158489227295,-0.03258884698152542,0.3491644561290741,0.7497767210006714,-0.044032275676727295,0.31581559777259827,0.6786358952522278,-0.05525738000869751,0.27928394079208374,0.629784107208252,-0.06338010728359222,0.3460496962070465,0.6386303305625916,-0.013950210995972157,0.3551970422267914,0.531832754611969,-0.03698510676622391,0.35504186153411865,0.4641351103782654,-0.05040162801742554,0.34928223490715027,0.40746352076530457,-0.057248346507549286,0.3088609278202057,0.642436683177948,-0.017696475610136986,0.3176150321960449,0.5176147222518921,-0.04707841947674751,0.3246552348136902,0.4410387873649597,-0.06339792162179947,0.3264163136482239,0.3793281316757202,-0.06832888722419739,0.2725566625595093,0.6699938774108887,-0.026342391967773438,0.2777203321456909,0.6139490604400635,-0.07430329918861389,0.2949184477329254,0.6833733320236206,-0.08020768314599991,0.3013521730899811,0.7304862141609192,-0.06790631264448166,0.2390742152929306,0.7109482884407043,-0.03704245015978813,0.25495660305023193,0.665348470211029,-0.07342430204153061,0.2707241177558899,0.719461977481842,-0.06967034190893173,0.27484625577926636,0.761408805847168,-0.05672837048768997
0.2823742926120758,0.8896992802619934,6.076240879338002e-07,0.3297688364982605,0.8413042426109314,-0.031101183965802193,0.349628210067749,0.7505297064781189,-0.042346347123384476,0.3175746202468872,0.6801626086235046,-0.05370831489562988,0.28122007846832275,0.6306543946266174,-0.06216386333107948,0.3472636640071869,0.6362040638923645,-0.013084751553833485,0.35435304045677185,0.5310065746307373,-0.03639569133520126,0.3538825809955597,0.46423131227493286,-0.05010322108864784,0.3476993441581726,0.40790969133377075,-0.057161979377269745,0.3098703622817993,0.6397531628608704,-0.0177919901907444,0.3190361261367798,0.5163220763206482,-0.04731007292866707,0.3263370096683502,0.44140487909317017,-0.06361990422010422,0.328151673078537,0.38055503368377686,-0.06833269447088242,0.2729032635688782,0.6669613718986511,-0.027329709380865097,0.2792627513408661,0.6144087314605713,-0.07538825273513794,0.29536837339401245,0.6851933598518372,-0.08133804798126221,0.3011002242565155,0.731816828250885,-0.06900449842214584,0.23895007371902466,0.7073739171028137,-0.03884804621338844,0.2566089332103729,0.6676124334335327,-0.07553672045469284,0.2715064287185669,0.7237187027931213,-0.07221782952547073,0.27511173486709595,0.7650966048240662,-0.05945286899805069
0.2842576950788498,0.8914393782615662,5.972415522137453e-07,0.33060917258262634,0.8413078486919403,-0.030926852487027645,0.3496548533439636,0.7504778802394867,-0.04192286729812622,0.3176402747631073,0.6805967390537262,-0.05307307653129101,0.2818675637245178,0.6306062340736389,-0.06121273711323738,0.3480369746685028,0.6366467177867889,-0.012080675456672907,0.3547477722167969,0.5310999155044556,-0.03468450903892517,0.353686660528183,0.4641079008579254,-0.04834759421646595,0.3475659340620041,0.4072723835706711,-0.055698124691843987,0.3108530193567276,0.6401417255401611,-0.016603056341409683,0.3198416084051132,0.5170383453369141,-0.04530549980700016,0.3258015364408493,0.44138434529304504,-0.061963751912117004,0.3266947716474533,0.3793903887271881,-0.0674060508608818,0.2743489444255829,0.6675017178058624,-0.02593365218490362,0.2785724401473999,0.6128701865673065,-0.07305280864238739,0.2954598218202591,0.6827264726161957,-0.079590804874897,0.3025868982076645,0.7301566004753113,-0.06816954910755157,0.24151893705129623,0.7084476351737976,-0.03731689974665642,0.2570451945066452,0.668704092502594,-0.07411469146609306,0.27311916649341583,0.7242923974990845,-0.0718047097325325,0.27887432277202606,0.7665908932685852,-0.059922173619270325
0.2832708954811096,0.8900651931762695,5.9033493471361e-07,0.33152511715888977,0.8419561386108398,-0.030522819608449936,0.35147514939308167,0.7510645985603333,-0.04192472621798515,0.31898465752601624,0.6803886294364929,-0.05357178673148155,0.28267961740493774,0.6316528916358948,-0.062309686094522476,0.34740880131721497,0.6400557160377502,-0.01445961557328701,0.3556860685348511,0.5331267714500427,-0.03799468278884888,0.35515570640563965,0.4664101004600525,-0.05169167369604111,0.3493795096874237,0.40966176986694336,-0.05886423960328102,0.31019046902656555,0.6433793306350708,-0.019245704635977745,0.3191238343715668,0.5187318325042725,-0.04901701584458351,0.3261702060699463,0.4427517354488373,-0.06558247655630112,0.3280751407146454,0.38042429089546204,-0.07099664211273193,0.2740144431591034,0.6701215505599976,-0.028589434921741486,0.2782202661037445,0.6130784749984741,-0.07627791911363602,0.29533836245536804,0.6828365921974182,-0.08179444819688797,0.3021639585494995,0.7306893467903137,-0.06964550912380219,0.241278737783432,0.710616409778595,-0.03985019400715828,0.25708431005477905,0.6661773920059204,-0.0762331634759903,0.27292999625205994,0.720849335193634,-0.07265425473451614,0.2776043117046356,0.7635618448257446,-0.06001051142811775
0.2837946116924286,0.8906221985816956,5.943153951193381e-07,0.3312667906284332,0.841773271560669,-0.030397357419133186,0.3508041799068451,0.7510620355606079,-0.04180852696299553,0.3197951316833496,0.6805281043052673,-0.053474318236112595,0.2835703194141388,0.6306560039520264,-0.062266211956739426,0.34765928983688354,0.6391881108283997,-0.01399798784404993,0.355467289686203,0.5322743654251099,-0.037454716861248016,0.35471296310424805,0.46527421474456787,-0.051291871815919876,0.3485071063041687,0.40832656621932983,-0.05859046429395676,0.3109685778617859,0.6426391005516052,-0.018949605524539948,0.3201022148132324,0.5185340046882629,-0.04839659109711647,0.3271014094352722,0.4424494504928589,-0.06496501713991165,0.32880899310112,0.37992897629737854,-0.07038986682891846,0.2747464179992676,0.6700792908668518,-0.028498167172074318,0.2789280116558075,0.6130006313323975,-0.07599524408578873,0.2955608069896698,0.6820161938667297,-0.08163117617368698,0.3019324541091919,0.7291554808616638,-0.06957267224788666,0.24171841144561768,0.7116294503211975,-0.03994923457503319,0.2572624981403351,0.6665995717048645,-0.07653012871742249,0.2732573449611664,0.7211460471153259,-0.07300636172294617,0.2779853641986847,0.7639657258987427,-0.06029326468706131
0.28435152769088745,0.887471616268158,5.972856911284907e-07,0.331069678068161,0.8393229246139526,-0.03196442872285843,0.3517233729362488,0.7517948150634766,-0.04392857477068901,0.3196432888507843,0.6804764270782471,-0.055760905146598816,0.2836724519729614,0.6289661526679993,-0.06461464613676071,0.34804826974868774,0.6369994878768921,-0.014236693270504475,0.3562978506088257,0.5318294167518616,-0.038253553211688995,0.35528653860092163,0.46469441056251526,-0.052310243248939514,0.348722904920578,0.4077376425266266,-0.059526264667510986,0.31085583567619324,0.6396996378898621,-0.01823953166604042,0.3204304277896881,0.516769289970398,-0.04814840853214264,0.32632216811180115,0.44123560190200806,-0.06457557529211044,0.32722437381744385,0.379412442445755,-0.06948065012693405,0.2746599018573761,0.6665449142456055,-0.027067920193076134,0.2803274989128113,0.6131932139396667,-0.07517566531896591,0.2961990535259247,0.6821251511573792,-0.08115863054990768,0.3029090464115143,0.7288404703140259,-0.06903525441884995,0.24184007942676544,0.7078270316123962,-0.037914954125881195,0.25792747735977173,0.6676734089851379,-0.07514181733131409,0.2737005054950714,0.7235486507415771,-0.07202267646789551,0.2794872522354126,0.7663059234619141,-0.05923363193869591
